org_name,repo_name,repo_url,description,language,star,forks,daily_star,date,trending_category
PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,Python,17213.0,1631.0,198,2024-11-11,python
hacksider,Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,Python,40026.0,5856.0,153,2024-11-11,python
harry0703,MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,Python,17429.0,2727.0,253,2024-11-11,python
LibraHp,GetQzonehistory,https://github.com/LibraHp/GetQzonehistory,获取QQ空间发布的历史说说,Python,3208.0,251.0,500,2024-11-11,python
infinition,Bjorn,https://github.com/infinition/Bjorn,"Bjorn is a powerful network scanning and offensive security tool for the Raspberry Pi with a 2.13-inch e-Paper HAT. It discovers network targets, identifies open ports, exposed services, and potential vulnerabilities. Bjorn can perform brute force attacks, file stealing, host zombification, and supports custom attack scripts.",Python,1290.0,41.0,487,2024-11-11,python
kholia,OSX-KVM,https://github.com/kholia/OSX-KVM,Run macOS on QEMU/KVM. With OpenCore + Monterey + Ventura + Sonoma support now! Only commercial (paid) support is available now to avoid spammy issues. No Mac system is required.,Python,20549.0,1874.0,10,2024-11-11,python
THUDM,CogVideo,https://github.com/THUDM/CogVideo,text and image to video generation: CogVideoX (2024) and CogVideo (ICLR 2023),Python,8960.0,846.0,178,2024-11-11,python
paperless-ngx,paperless-ngx,https://github.com/paperless-ngx/paperless-ngx,"A community-supported supercharged version of paperless: scan, index and archive all your physical documents",Python,21734.0,1177.0,78,2024-11-11,python
darrenburns,posting,https://github.com/darrenburns/posting,The modern API client that lives in your terminal.,Python,5732.0,90.0,276,2024-11-11,python
khoj-ai,khoj,https://github.com/khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (e.g gpt, claude, gemini, llama, qwen, mistral).",Python,14383.0,714.0,428,2024-11-11,python
521xueweihan,GitHub520,https://github.com/521xueweihan/GitHub520,😘 让你“爱”上 GitHub，解决访问时图裂、加载慢的问题。（无需安装）,Python,22247.0,2219.0,84,2024-11-11,python
cleanlab,cleanlab,https://github.com/cleanlab/cleanlab,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",Python,9733.0,753.0,13,2024-11-11,python
m-bain,whisperX,https://github.com/m-bain/whisperX,WhisperX: Automatic Speech Recognition with Word-level Timestamps (& Diarization),Python,12369.0,1303.0,46,2024-11-11,python
neuml,txtai,https://github.com/neuml/txtai,"💡 All-in-one open-source embeddings database for semantic search, LLM orchestration and language model workflows",Python,9311.0,598.0,68,2024-11-11,python
freqtrade,freqtrade,https://github.com/freqtrade/freqtrade,"Free, open source crypto trading bot",Python,30343.0,6297.0,674,2024-11-19,python
blacklanternsecurity,bbot,https://github.com/blacklanternsecurity/bbot,A recursive internet scanner for hackers.,Python,6215.0,491.0,260,2024-11-19,python
NVIDIA,garak,https://github.com/NVIDIA/garak,the LLM vulnerability scanner,Python,2495.0,226.0,466,2024-11-19,python
arkohut,pensieve,https://github.com/arkohut/pensieve,A passive recording project allows you to have complete control over your data. 一个完全由你掌控数据的「被动记录」项目。,Python,386.0,10.0,68,2024-11-19,python
xtekky,gpt4free,https://github.com/xtekky/gpt4free,The official gpt4free repository | various collection of powerful language models,Python,61750.0,13352.0,260,2024-11-19,python
pytorch,pytorch,https://github.com/pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,84158.0,22682.0,56,2024-11-19,python
gusye1234,nano-graphrag,https://github.com/gusye1234/nano-graphrag,"A simple, easy-to-hack GraphRAG implementation",Python,1561.0,150.0,77,2024-11-19,python
donnemartin,system-design-primer,https://github.com/donnemartin/system-design-primer,Learn how to design large-scale systems. Prep for the system design interview. Includes Anki flashcards.,Python,276605.0,46404.0,203,2024-11-19,python
vllm-project,vllm,https://github.com/vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,Python,30456.0,4607.0,83,2024-11-19,python
DrewThomasson,ebook2audiobook,https://github.com/DrewThomasson/ebook2audiobook,"Generates an audiobook with chapters and ebook metadata using Calibre and Xtts from Coqui tts, and with optional voice cloning, and supports multiple languages",Python,993.0,94.0,97,2024-11-19,python
1Panel-dev,MaxKB,https://github.com/1Panel-dev/MaxKB,🚀 MaxKB 是一款基于大语言模型和 RAG 的开源知识库问答系统，广泛应用于智能客服、企业内部知识库、学术研究与教育等场景。,Python,11522.0,1509.0,10,2024-11-19,python
PacktPublishing,LLM-Engineers-Handbook,https://github.com/PacktPublishing/LLM-Engineers-Handbook,The LLM's practical guide: From the fundamentals to deploying advanced LLM and RAG apps to AWS using LLMOps best practices,Python,1653.0,262.0,82,2024-11-19,python
Peterande,D-FINE,https://github.com/Peterande/D-FINE,D-FINE: Redefine Regression Task of DETRs as Fine-grained Distribution Refinement 💥💥💥,Python,931.0,70.0,129,2024-11-19,python
searxng,searxng,https://github.com/searxng/searxng,SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.,Python,13985.0,1457.0,42,2024-11-19,python
microsoft,graphrag,https://github.com/microsoft/graphrag,A modular graph-based Retrieval-Augmented Generation (RAG) system,Python,19229.0,1900.0,52,2024-11-19,python
OpenGVLab,InternVL,https://github.com/OpenGVLab/InternVL,[CVPR 2024 Oral] InternVL Family: A Pioneering Open-Source Alternative to GPT-4o. 接近GPT-4o表现的开源多模态对话模型,Python,6049.0,471.0,12,2024-11-19,python
leptos-rs,leptos,https://github.com/leptos-rs/leptos,Build fast web applications with Rust.,Rust,16364.0,655.0,11,2024-11-17,rust
gitbutlerapp,gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",Rust,13276.0,528.0,13,2024-11-17,rust
ilya-zlobintsev,LACT,https://github.com/ilya-zlobintsev/LACT,Linux GPU Configuration Tool,Rust,1397.0,34.0,16,2024-11-17,rust
DioxusLabs,dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, mobile, and more.",Rust,21546.0,827.0,12,2024-11-17,rust
uutils,coreutils,https://github.com/uutils/coreutils,Cross-platform Rust rewrite of the GNU coreutils,Rust,17757.0,1273.0,2,2024-11-17,rust
ReFirmLabs,binwalk,https://github.com/ReFirmLabs/binwalk,Firmware Analysis Tool,Rust,11301.0,1560.0,10,2024-11-17,rust
lapce,floem,https://github.com/lapce/floem,A native Rust UI library with fine-grained reactivity,Rust,2900.0,131.0,24,2024-11-17,rust
XAMPPRocky,tokei,https://github.com/XAMPPRocky/tokei,"Count your code, quickly.",Rust,11282.0,539.0,14,2024-11-17,rust
wasmerio,wasmer,https://github.com/wasmerio/wasmer,🚀 The leading Wasm Runtime supporting WASIX and WASI,Rust,19000.0,814.0,15,2024-11-17,rust
tracel-ai,burn,https://github.com/tracel-ai/burn,"Burn is a new comprehensive dynamic Deep Learning Framework built using Rust with extreme flexibility, compute efficiency and portability as its primary goals.",Rust,8959.0,445.0,13,2024-11-17,rust
libnyanpasu,clash-nyanpasu,https://github.com/libnyanpasu/clash-nyanpasu,Clash Nyanpasu～(∠・ω< )⌒☆​,Rust,9437.0,595.0,6,2024-11-17,rust
lencx,ChatGPT,https://github.com/lencx/ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",Rust,52954.0,5960.0,23,2024-11-17,rust
spaceandtimelabs,sxt-proof-of-sql,https://github.com/spaceandtimelabs/sxt-proof-of-sql,Space and Time | Proof of SQL,Rust,2187.0,86.0,56,2024-11-17,rust
pola-rs,polars,https://github.com/pola-rs/polars,"Dataframes powered by a multithreaded, vectorized query engine, written in Rust",Rust,30393.0,1969.0,30,2024-11-17,rust
surrealdb,surrealdb,https://github.com/surrealdb/surrealdb,"A scalable, distributed, collaborative, document-graph database, for the realtime web",Rust,27514.0,897.0,15,2024-11-17,rust
rust-lang,rustlings,https://github.com/rust-lang/rustlings,🦀 Small exercises to get you used to reading and writing Rust code!,Rust,54269.0,10166.0,15,2024-11-17,rust
openobserve,openobserve,https://github.com/openobserve/openobserve,"🚀 10x easier, 🚀 140x lower storage cost, 🚀 high performance, 🚀 petabyte scale - Elasticsearch/Splunk/Datadog alternative for 🚀 (logs, metrics, traces, RUM, Error tracking, Session replay).",Rust,13210.0,481.0,26,2024-11-17,rust
YaLTeR,niri,https://github.com/YaLTeR/niri,A scrollable-tiling Wayland compositor.,Rust,4066.0,122.0,13,2024-11-17,rust
AppFlowy-IO,AppFlowy-Cloud,https://github.com/AppFlowy-IO/AppFlowy-Cloud,AppFlowy is an open-source alternative to Notion. You are in charge of your data and customizations. Built with Flutter and Rust.,Rust,1077.0,227.0,7,2024-11-17,rust
helix-editor,helix,https://github.com/helix-editor/helix,A post-modern modal text editor.,Rust,33820.0,2510.0,22,2024-11-17,rust
librespot-org,librespot,https://github.com/librespot-org/librespot,Open Source Spotify client library,Rust,4873.0,621.0,1,2024-11-17,rust
coral-xyz,anchor,https://github.com/coral-xyz/anchor,⚓ Solana Sealevel Framework,Rust,3691.0,1351.0,6,2024-11-17,rust
uutils,coreutils,https://github.com/uutils/coreutils,Cross-platform Rust rewrite of the GNU coreutils,Rust,17771.0,1275.0,18,2024-11-18,rust
lencx,ChatGPT,https://github.com/lencx/ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)",Rust,52972.0,5961.0,21,2024-11-18,rust
glzr-io,glazewm,https://github.com/glzr-io/glazewm,GlazeWM is a tiling window manager for Windows inspired by i3wm.,Rust,6532.0,191.0,49,2024-11-18,rust
typst,typst,https://github.com/typst/typst,A new markup-based typesetting system that is powerful and easy to learn.,Rust,35210.0,939.0,47,2024-11-18,rust
helix-editor,helix,https://github.com/helix-editor/helix,A post-modern modal text editor.,Rust,33844.0,2512.0,28,2024-11-18,rust
zellij-org,zellij,https://github.com/zellij-org/zellij,A terminal workspace with batteries included,Rust,21840.0,662.0,45,2024-11-18,rust
solana-labs,solana-program-library,https://github.com/solana-labs/solana-program-library,A collection of Solana programs maintained by Solana Labs,Rust,3567.0,2083.0,6,2024-11-18,rust
rust-lang,book,https://github.com/rust-lang/book,The Rust Programming Language,Rust,15228.0,3431.0,8,2024-11-18,rust
DioxusLabs,dioxus,https://github.com/DioxusLabs/dioxus,"Fullstack app framework for web, desktop, mobile, and more.",Rust,21561.0,829.0,19,2024-11-18,rust
gitbutlerapp,gitbutler,https://github.com/gitbutlerapp/gitbutler,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte",Rust,13296.0,528.0,20,2024-11-18,rust
rust-lang,rustlings,https://github.com/rust-lang/rustlings,🦀 Small exercises to get you used to reading and writing Rust code!,Rust,54290.0,10174.0,27,2024-11-18,rust
librespot-org,librespot,https://github.com/librespot-org/librespot,Open Source Spotify client library,Rust,4875.0,621.0,4,2024-11-18,rust
